日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	
EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	AD	2014-02-15T07:00:00	139.425	139.481	139.425	139.481	139.383	
125.120	125.191	125.189	125.207	125.067	125.143	124079.83	2013-03-13T05:30:00	125.183	
125.263	125.183	125.246	125.156	125.228	125.155	125.189	124027.72	2013-03-13T05:00:00	
125.105	125.222	125.075	125.183	125.074	125.193	125.047	125.156	124119.36	
2013-03-13T04:30:00	125.192	125.243	125.102	125.105	125.161	125.212	125.069	125.074	
123252.40	2013-03-13T04:00:00	124.951	125.251	124.948	125.192	124.922	125.220	124.916	
125.161	124886.54	2013-03-13T03:30:00	124.927	125.032	124.927	124.951	124.897	125.001	
124.897	124.922	123536.81	2013-03-13T03:00:00	124.975	125.066	124.839	124.927	124.944	
125.035	124.811	124.897	124625.64	2013-03-13T02:30:00	124.819	124.996	124.809	124.975	
124.787	124.966	124.777	124.944	125208.78	2013-03-13T02:00:00	124.971	125.068	124.786	
124.819	124.940	125.037	124.755	124.787	123365.98	2013-03-13T01:30:00	125.050	125.076	
124.946	124.971	125.018	125.047	124.914	124.940	125596.23	2013-03-13T01:00:00	125.000	
125.144	124.928	125.050	124.970	125.114	124.897	125.018	127418.42	2013-03-13T00:30:00	
124.767	125.111	124.696	125.000	124.742	125.083	124.669	124.970	126961.05	
2013-03-13T00:00:00	125.356	125.404	124.695	124.767	125.330	125.377	124.663	124.742	
124469.82	2013-03-12T23:30:00	125.721	125.795	125.266	125.356	125.690	125.765	125.237	
125.330	130236.18	2013-03-12T23:00:00	125.568	125.768	125.565	125.721	125.536	125.740	
125.533	125.690	133257.18	2013-03-12T22:30:00	125.503	125.623	125.400	125.568	125.474	
125.591	125.371	125.536	130773.95	2013-03-12T22:00:00	125.217	125.505	125.154	125.503	
125.188	125.475	125.125	125.474	128417.95	2013-03-12T21:30:00	125.245	125.419	125.198	
125.217	125.214	125.389	125.168	125.188	123261.59	2013-03-12T21:00:00	124.828	125.310	
124.785	125.245	124.798	125.282	124.755	125.214	126857.02	2013-03-12T20:30:00	124.777	
124.952	124.754	124.828	124.748	124.923	124.722	124.798	122942.57	2013-03-12T20:00:00	
124.786	124.826	124.541	124.777	124.758	124.797	124.510	124.748	123643.92	
2013-03-12T19:30:00	124.540	124.870	124.537	124.786	124.509	124.841	124.506	124.758	
121402.92	2013-03-12T19:00:00	124.948	124.948	124.406	124.540	124.916	124.919	124.376	
124.509	119649.36	2013-03-12T18:30:00	124.748	125.060	124.600	124.948	124.717	125.030	
124.569	124.916	122754.00	2013-03-12T18:00:00	125.116	125.163	124.684	124.748	125.085	
125.134	124.646	124.717	119520.81	2013-03-12T17:30:00	124.968	125.150	124.928	125.116	
124.942	125.118	124.899	125.085	123302.00	2013-03-12T17:00:00	125.389	125.410	124.784	
124.968	125.359	125.381	124.752	124.942	120301.38	2013-03-12T16:30:00	125.557	125.573	
125.347	125.389	125.526	125.544	125.319	125.359	122454.10	2013-03-12T16:00:00	125.480	
125.669	125.463	125.557	125.451	125.639	125.433	125.526	124455.10	2013-03-12T15:30:00	
125.500	125.502	125.380	125.480	125.469	125.472	125.350	125.451	124759.37	
2013-03-12T15:00:00	125.633	125.677	125.438	125.500	125.603	125.646	125.406	125.469	
123531.83	2013-03-12T14:30:00	125.680	125.740	125.600	125.633	125.651	125.711	125.570	
125.603	124576.36	2013-03-12T14:00:00	125.724	125.750	125.665	125.680	125.695	125.723	
125.636	125.651	125681.15	2013-03-12T13:30:00	125.765	125.813	125.669	125.724	125.735	
125.784	125.645	125.695	126862.42	2013-03-12T13:00:00	125.754	125.815	125.728	125.765	
125.724	125.784	125.698	125.735	127412.35	2013-03-12T12:30:00	125.898	125.920	125.737	
125.754	125.866	125.891	125.706	125.724	127675.93	2013-03-12T12:00:00	125.897	125.930	
125.863	125.898	125.865	125.901	125.834	125.866	128701.21	2013-03-12T11:30:00	125.898	
125.926	125.862	125.897	125.870	125.897	125.831	125.865	128764.71	2013-03-12T11:00:00	
125.930	125.949	125.853	125.898	125.899	125.918	125.821	125.870	128722.25	
2013-03-12T10:30:00	125.903	125.989	125.900	125.930	125.872	125.966	125.870	125.899	
128701.18	2013-03-12T10:00:00	125.817	125.917	125.757	125.903	125.788	125.887	125.726	
125.872	129580.72	2013-03-12T09:30:00	125.949	125.986	125.660	125.817	125.917	125.959	
125.628	125.788	127623.04	2013-03-12T09:00:00	125.957	125.997	125.889	125.949	125.925	
125.968	125.858	125.917	127743.81	2013-03-12T08:30:00	125.894	126.052	125.888	125.957	
125.862	126.025	125.858	125.925	127565.85	2013-03-12T08:00:00	125.954	125.958	125.858	
125.894	125.926	125.929	125.826	125.862	128103.13	2013-03-12T07:30:00	125.890	125.997	
125.802	125.954	125.858	125.969	125.771	125.926	128693.64	2013-03-12T07:00:00	125.685	
125.935	125.643	125.890	125.643	125.903	125.615	125.858	127036.27	2013-03-12T06:30:00	
125.632	125.715	125.616	125.685	125.590	125.682	125.571	125.643	125555.39	
2013-03-12T06:00:00	125.633	125.705	125.618	125.632	125.603	125.638	125.534	125.590	
125329.44	2013-03-12T05:30:00	125.656	125.687	125.573	125.633	125.629	125.655	125.540	
125.603	125277.37	2013-03-12T05:00:00	125.514	125.667	125.493	125.656	125.481	125.638	
125.459	125.629	125139.34	2013-03-12T04:30:00	125.563	125.596	125.514	125.514	125.538	
125.566	125.481	125.481	123704.73	2013-03-12T04:00:00	125.546	125.610	125.521	125.563	
125.514	125.582	125.490	125.538	124633.73	2013-03-12T03:30:00	125.452	125.568	125.413	
125.546	125.422	125.538	125.381	125.514	124555.25	2013-03-12T03:00:00	125.464	125.504	
125.371	125.452	125.437	125.474	125.339	125.422	123575.64	2013-03-12T02:30:00	125.480	
125.572	125.457	125.464	125.449	125.540	125.425	125.437	123247.27	2013-03-12T02:00:00	
125.285	125.533	125.278	125.480	125.253	125.504	125.246	125.449	124682.70	
2013-03-12T01:30:00	125.084	125.289	125.063	125.285	125.054	125.259	125.031	125.253	
123179.75	2013-03-12T01:00:00	125.121	125.151	125.053	125.084	125.089	125.122	125.021	
125.054	121550.28	2013-03-12T00:30:00	125.024	125.123	124.959	125.121	124.992	125.091	
124.929	125.089	122241.27	2013-03-12T00:00:00	125.034	125.103	124.945	125.024	125.004	
125.073	124.919	124.992	119538.69	2013-03-11T23:30:00	124.980	125.054	124.898	125.034	
124.949	125.022	124.866	125.004	119685.03	2013-03-11T23:00:00	124.940	125.041	124.937	
124.980	124.909	125.013	124.909	124.949	117798.87	2013-03-11T22:30:00	124.961	125.009	
124.908	124.940	124.932	124.981	124.877	124.909	118445.26	2013-03-11T22:00:00	125.036	
125.062	124.873	124.961	125.007	125.033	124.843	124.932	119593.72	2013-03-11T21:30:00	
125.062	125.069	124.957	125.036	125.033	125.039	124.930	125.007	119740.88	
2013-03-11T21:00:00	124.942	125.107	124.941	125.062	124.911	125.077	124.910	125.033	
118649.32	2013-03-11T20:30:00	124.865	124.971	124.839	124.942	124.833	124.940	124.807	
124.911	117358.83	2013-03-11T20:00:00	124.911	124.928	124.832	124.865	124.882	124.898	
124.801	124.833	116144.73	2013-03-11T19:30:00	124.944	124.990	124.881	124.911	124.914	
124.962	124.850	124.882	117023.14	2013-03-11T19:00:00	125.007	125.028	124.909	124.944	
124.976	124.996	124.881	124.914	117924.00	2013-03-11T18:30:00	124.967	125.109	124.951	
125.007	124.938	125.079	124.923	124.976	118825.60	2013-03-11T18:00:00	124.887	125.020	
124.855	124.967	124.857	124.990	124.823	124.938	119656.05	2013-03-11T17:30:00	124.958	
125.047	124.857	124.887	124.926	125.017	124.826	124.857	118725.76	2013-03-11T17:00:00	
124.968	125.096	124.877	124.958	124.939	125.066	124.845	124.926	120882.96	
2013-03-11T16:30:00	125.016	125.041	124.835	124.968	124.986	125.012	124.804	124.939	
121780.51	2013-03-11T16:00:00	124.995	125.180	124.977	125.016	124.966	125.150	124.946	
124.986	120937.55	2013-03-11T15:30:00	124.959	125.074	124.939	124.995	124.929	125.043	
124.909	124.966	122821.86	2013-03-11T15:00:00	124.932	125.052	124.911	124.959	124.902	
125.024	124.883	124.929	123017.39	2013-03-11T14:30:00	124.892	124.954	124.846	124.932	
124.862	124.922	124.814	124.902	123783.66	2013-03-11T14:00:00	124.955	124.973	124.851	
124.892	124.925	124.943	124.819	124.862	123075.96	2013-03-11T13:30:00	125.049	125.071	
124.935	124.955	125.022	125.041	124.903	124.925	123684.57	2013-03-11T13:00:00	125.050	
125.101	125.027	125.049	125.020	125.070	124.995	125.022	124238.35	2013-03-11T12:30:00	
125.146	125.161	125.048	125.050	125.114	125.136	125.016	125.020	124544.39	
2013-03-11T12:00:00	125.175	125.192	125.070	125.146	125.143	125.161	125.040	125.114	
125989.19	2013-03-11T11:30:00	125.010	125.181	124.989	125.175	124.980	125.153	124.959	
125.143	125699.78	2013-03-11T11:00:00	124.999	125.037	124.977	125.010	124.969	125.007	
124.946	124.980	124482.68	2013-03-11T10:30:00	124.979	125.016	124.913	124.999	124.949	
124.987	124.881	124.969	124334.19	2013-03-11T10:00:00	124.900	125.055	124.845	124.979	
124.869	125.024	124.813	124.949	123393.81	2013-03-11T09:30:00	124.763	124.909	124.723	
124.900	124.732	124.880	124.695	124.869	122739.58	2013-03-11T09:00:00	124.943	124.943	
124.658	124.763	124.913	124.913	124.627	124.732	120488.41	2013-03-11T08:30:00	124.944	
125.045	124.893	124.943	124.913	125.015	124.862	124.913	121275.25	2013-03-11T08:00:00	
124.924	124.985	124.859	124.944	124.893	124.953	124.827	124.913	121834.25	
2013-03-11T07:30:00	124.901	125.015	124.896	124.924	124.867	124.985	124.864	124.893	
121169.44	2013-03-11T07:00:00	124.733	125.045	124.724	124.901	124.685	125.015	124.685	
124.867	121915.03	2013-03-11T06:30:00	124.796	124.850	124.726	124.733	124.732	124.800	
124.664	124.685	121624.79	2013-03-11T06:00:00	124.685	124.823	124.685	124.796	124.629	
124.748	124.584	124.732	122275.88	2013-03-11T05:30:00	124.658	124.804	124.658	124.685	
124.606	124.670	124.575	124.629	121908.86	2013-03-11T05:00:00	124.615	124.723	124.615	
124.658	124.529	124.610	124.510	124.606	121902.70	2013-03-11T04:30:00	124.710	124.710	
124.615	124.615	124.554	124.573	124.528	124.529	121785.86	2013-03-11T04:00:00	124.890	
124.899	124.652	124.710	124.699	124.751	124.472	124.554	121821.22	2013-03-11T03:30:00	
124.910	124.910	124.801	124.890	124.833	124.833	124.629	124.699	121855.43	
2013-03-09T06:30:00	124.865	124.912	124.741	124.910	124.814	124.850	124.692	124.833	
121856.37	2013-03-09T06:00:00	124.865	124.982	124.853	124.865	124.835	124.933	124.806	
124.814	120656.39	2013-03-09T05:30:00	124.849	124.938	124.774	124.865	124.817	124.906	
124.747	124.835	121998.88	2013-03-09T05:00:00	124.590	124.951	124.590	124.849	124.558	
124.918	124.558	124.817	121797.98	2013-03-09T04:30:00	124.759	124.782	124.567	124.590	
124.725	124.750	124.537	124.558	120979.89	2013-03-09T04:00:00	124.497	124.806	124.461	
124.759	124.466	124.774	124.427	124.725	122734.85	2013-03-09T03:30:00	124.466	124.501	
124.377	124.497	124.434	124.469	124.346	124.466	120809.59	2013-03-09T03:00:00	124.367	
124.505	124.195	124.466	124.335	124.473	124.164	124.434	118918.56	2013-03-09T02:30:00	
124.220	124.395	123.821	124.367	124.189	124.366	123.789	124.335	116938.99	
2013-03-09T02:00:00	124.748	124.942	124.215	124.220	124.718	124.911	124.187	124.189	
111929.12	2013-03-09T01:30:00	124.863	124.879	124.690	124.748	124.833	124.849	124.660	
124.718	116767.24	2013-03-09T01:00:00	124.874	124.938	124.713	124.863	124.845	124.910	
124.679	124.833	117653.67	2013-03-09T00:30:00	124.771	125.047	124.691	124.874	124.739	
125.015	124.662	124.845	116563.34	2013-03-09T00:00:00	124.760	124.834	124.448	124.771	
124.728	124.805	124.416	124.739	116413.08	2013-03-08T23:30:00	124.978	125.046	124.716	
124.760	124.949	125.019	124.686	124.728	111711.76	2013-03-08T23:00:00	125.059	125.153	
124.678	124.978	125.028	125.120	124.649	124.949	115723.43	2013-03-08T22:30:00	125.669	
125.997	124.993	125.059	125.495	125.986	124.952	125.028	113288.32	2013-03-08T22:00:00	
125.496	125.669	125.314	125.669	125.464	125.552	125.282	125.495	125406.86	
2013-03-08T21:30:00	125.501	125.580	125.454	125.496	125.470	125.550	125.422	125.464	
122237.17	2013-03-08T21:00:00	125.570	125.578	125.420	125.501	125.540	125.548	125.392	
125.470	123635.89	2013-03-08T20:30:00	125.543	125.703	125.499	125.570	125.514	125.671	
125.467	125.540	123635.89	2013-03-08T20:00:00	125.539	125.624	125.460	125.543	125.505	
125.590	125.429	125.514	124790.77	2013-03-08T19:30:00	125.125	125.666	125.090	125.539	
125.095	125.636	125.060	125.505	124616.53	2013-03-08T19:00:00	125.134	125.149	125.017	
125.125	125.102	125.118	124.987	125.095	122119.25	2013-03-08T18:30:00	125.138	125.156	
125.037	125.134	125.106	125.126	125.011	125.102	120789.10	2013-03-08T18:00:00	125.089	
125.188	125.054	125.138	125.056	125.159	125.022	125.106	119557.46	2013-03-08T17:30:00	
125.024	125.123	124.940	125.089	124.992	125.094	124.909	125.056	118790.15	
2013-03-08T17:00:00	124.870	125.103	124.803	125.024	124.840	125.076	124.771	124.992	
116749.79	2013-03-08T16:30:00	124.733	124.909	124.684	124.870	124.705	124.878	124.653	
124.840	115053.24	2013-03-08T16:00:00	124.727	124.895	124.705	124.733	124.695	124.866	
124.675	124.705	113304.97	2013-03-08T15:30:00	124.831	124.859	124.662	124.727	124.799	
124.829	124.630	124.695	115670.52	2013-03-08T15:00:00	124.837	124.917	124.814	124.831	
124.805	124.887	124.786	124.799	116472.86	2013-03-08T14:30:00	124.895	124.926	124.808	
124.837	124.863	124.898	124.776	124.805	117473.11	2013-03-08T14:00:00	124.890	124.972	
124.879	124.895	124.858	124.943	124.850	124.863	118387.47	2013-03-08T13:30:00	124.870	
124.959	124.865	124.890	124.840	124.929	124.834	124.858	119803.11	2013-03-08T13:00:00	
124.899	124.953	124.825	124.870	124.867	124.922	124.793	124.840	120616.95	
2013-03-08T12:30:00	124.930	124.930	124.818	124.899	124.901	124.901	124.786	124.867	
120980.25	2013-03-08T12:00:00	124.830	125.001	124.801	124.930	124.802	124.972	124.772	
124.901	120270.34	2013-03-08T11:30:00	124.626	124.867	124.616	124.830	124.594	124.836	
124.586	124.802	119585.07	2013-03-08T11:00:00	124.446	124.672	124.445	124.626	124.419	
124.641	124.413	124.594	117148.46	2013-03-08T10:30:00	124.349	124.514	124.331	124.446	
124.319	124.484	124.299	124.419	115354.15	2013-03-08T10:00:00	124.422	124.433	124.337	
124.349	124.390	124.403	124.309	124.319	114771.45	2013-03-08T09:30:00	124.339	124.459	
124.278	124.422	124.311	124.431	124.249	124.390	116169.58	2013-03-08T09:00:00	124.410	
124.472	124.305	124.339	124.378	124.440	124.273	124.311	114844.85	2013-03-08T08:30:00	
124.480	124.678	124.401	124.410	124.448	124.644	124.370	124.378	116238.19	
2013-03-08T08:00:00	124.430	124.489	124.380	124.480	124.389	124.457	124.349	124.448	
118403.88	2013-03-08T07:30:00	124.285	124.504	124.267	124.430	124.236	124.462	124.229	
124.389	117114.71	2013-03-08T07:00:00	124.298	124.344	124.227	124.285	124.288	124.288	
124.175	124.236	116380.63	2013-03-08T06:30:00	124.337	124.353	124.289	124.298	124.300	
124.321	124.252	124.288	116331.80	2013-03-08T06:00:00	124.358	124.374	124.322	124.337	
124.327	124.344	124.290	124.300	116291.89	2013-03-08T05:30:00	124.342	124.388	124.282	
124.358	124.310	124.360	124.250	124.327	116816.37	2013-03-08T05:00:00	124.344	124.419	
124.296	124.342	124.315	124.389	124.270	124.310	116248.77	2013-03-08T04:30:00	124.509	
124.509	124.322	124.344	124.479	124.479	124.291	124.315	116706.28	2013-03-08T04:00:00	
124.564	124.572	124.410	124.509	124.535	124.543	124.381	124.479	117920.86	
2013-03-08T03:30:00	124.409	124.601	124.358	124.564	124.377	124.571	124.327	124.535	
117559.45	2013-03-08T03:00:00	124.311	124.442	124.309	124.409	124.283	124.415	124.279	
124.377	116323.73	2013-03-08T02:30:00	124.407	124.439	124.262	124.311	124.380	124.409	
124.232	124.283	115697.26	2013-03-08T02:00:00	124.442	124.444	124.223	124.407	124.412	
124.414	124.189	124.380	116467.18	2013-03-08T01:30:00	124.222	124.544	124.173	124.442	
124.192	124.518	124.142	124.412	114191.02	2013-03-08T01:00:00	123.862	124.273	123.843	
124.222	123.830	124.244	123.811	124.192	111800.81	2013-03-08T00:30:00	124.023	124.122	
123.836	123.862	123.997	124.091	123.807	123.830	107975.90	2013-03-08T00:00:00	123.689	
124.050	123.674	124.023	123.660	124.020	123.647	123.997	111569.37	2013-03-07T23:30:00	
123.592	123.868	123.521	123.689	123.561	123.841	123.486	123.660	107673.42	
2013-03-07T23:00:00	123.541	123.738	123.541	123.592	123.513	123.708	123.509	123.561	
107777.99	2013-03-07T22:30:00	122.990	123.779	122.843	123.541	122.920	123.748	122.811	
123.513	110482.38	2013-03-07T22:00:00	122.864	123.003	122.733	122.990	122.832	122.974	
122.706	122.920	104398.92	2013-03-07T21:30:00	122.667	123.008	122.661	122.864	122.635	
122.955	122.629	122.832	102398.33	2013-03-07T21:00:00	122.613	122.717	122.539	122.667	
122.582	122.687	122.508	122.635	101174.77	2013-03-07T20:30:00	122.554	122.627	122.512	
122.613	122.524	122.595	122.482	122.582	99082.73	2013-03-07T20:00:00	122.593	122.629	
122.472	122.554	122.561	122.601	122.443	122.524	97118.68	2013-03-07T19:30:00	122.664	
122.736	122.579	122.593	122.635	122.705	122.547	122.561	97045.90	2013-03-07T19:00:00	
122.791	122.862	122.642	122.664	122.763	122.836	122.612	122.635	99337.36	
2013-03-07T18:30:00	122.442	122.875	122.421	122.791	122.412	122.843	122.390	122.763	
101601.29	2013-03-07T18:00:00	122.339	122.476	122.320	122.442	122.308	122.448	122.288	
122.412	98122.16	2013-03-07T17:30:00	122.345	122.453	122.270	122.339	122.315	122.424	
122.243	122.308	96292.31	2013-03-07T17:00:00	122.123	122.475	122.083	122.345	122.094	
122.448	122.051	122.315	97270.89	2013-03-07T16:30:00	122.004	122.123	121.965	122.123	
121.974	122.094	121.933	122.094	95384.75	2013-03-07T16:00:00	122.065	122.102	121.958	
122.004	122.036	122.072	121.932	121.974	92711.75	2013-03-07T15:30:00	122.072	122.110	
122.033	122.065	122.041	122.080	122.003	122.036	93702.95	2013-03-07T15:00:00	122.052	
122.077	122.014	122.072	122.020	122.047	121.984	122.041	93878.53	2013-03-07T14:30:00	
122.017	122.074	122.016	122.052	121.985	122.044	121.985	122.020	92894.14	
2013-03-07T14:00:00	121.999	122.045	121.961	122.017	121.967	122.015	121.929	121.985	
92613.18	2013-03-07T13:30:00	121.950	122.047	121.916	121.999	121.918	122.021	121.884	
121.967	92115.85	2013-03-07T13:00:00	121.940	122.015	121.931	121.950	121.908	121.988	
121.899	121.918	91765.10	2013-03-07T12:30:00	121.931	122.006	121.867	121.940	121.900	
121.978	121.841	121.908	92798.85	2013-03-07T12:00:00	122.082	122.094	121.927	121.931	
122.052	122.064	121.896	121.900	92863.41	2013-03-07T11:30:00	122.104	122.130	122.036	
122.082	122.074	122.098	122.008	122.052	94270.08	2013-03-07T11:00:00	122.084	122.166	
122.055	122.104	122.054	122.136	122.024	122.074	94312.01	2013-03-07T10:30:00	122.110	
122.168	122.054	122.084	122.081	122.138	122.022	122.054	94552.33	2013-03-07T10:00:00	
122.029	122.174	121.982	122.110	122.000	122.142	121.953	122.081	95173.64	
2013-03-07T09:30:00	122.034	122.163	121.999	122.029	122.002	122.133	121.967	122.000	
94378.86	2013-03-07T09:00:00	121.924	122.035	121.912	122.034	121.892	122.005	121.880	
122.002	96043.92	2013-03-07T08:30:00	122.006	122.014	121.907	121.924	121.976	121.987	
121.875	121.892	93970.46	2013-03-07T08:00:00	121.978	122.024	121.941	122.006	121.949	
121.995	121.910	121.976	95123.05	2013-03-07T07:30:00	121.986	122.007	121.789	121.978	
121.937	121.973	121.748	121.949	94143.79	2013-03-07T07:00:00	122.046	122.068	121.871	
121.986	121.907	122.010	121.818	121.937	92213.31	2013-03-07T06:30:00	122.175	122.186	
122.002	122.046	122.144	122.162	121.907	121.907	91960.31	2013-03-07T06:00:00	122.269	
122.277	122.166	122.175	122.241	122.249	122.135	122.144	94367.31	2013-03-07T05:30:00	
122.225	122.295	122.184	122.269	122.196	122.267	122.154	122.241	95195.94	
2013-03-07T05:00:00	122.248	122.287	122.180	122.225	122.219	122.259	122.150	122.196	
94123.32	2013-03-07T04:30:00	122.160	122.248	122.114	122.248	122.132	122.219	122.085	
122.219	94421.05	2013-03-07T04:00:00	121.985	122.295	121.972	122.160	121.955	122.265	
121.940	122.132	92729.05	2013-03-07T03:30:00	121.959	122.037	121.941	121.985	121.929	
