日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CMO	2014-02-15T07:00:00	139.425	139.481	
121.028	-66.90	2013-03-27T18:00:00	121.408	121.544	121.211	121.285	121.384	121.514	
121.182	121.253	-61.29	2013-03-27T17:30:00	121.303	121.450	121.260	121.408	121.272	
121.420	121.228	121.384	-55.20	2013-03-27T17:00:00	121.480	121.544	121.155	121.303	
121.448	121.516	121.126	121.272	-76.10	2013-03-27T16:30:00	121.727	121.796	121.379	
121.480	121.697	121.767	121.347	121.448	-68.90	2013-03-27T16:00:00	121.729	121.820	
121.681	121.727	121.699	121.793	121.649	121.697	-28.57	2013-03-27T15:30:00	121.766	
121.770	121.609	121.729	121.736	121.741	121.583	121.699	-1.14	2013-03-27T15:00:00	
121.708	121.822	121.689	121.766	121.680	121.793	121.659	121.736	13.76	
2013-03-27T14:30:00	121.735	121.756	121.660	121.708	121.707	121.726	121.628	121.680	
11.60	2013-03-27T14:00:00	121.817	121.852	121.716	121.735	121.785	121.826	121.685	
121.707	5.95	2013-03-27T13:30:00	121.830	121.861	121.765	121.817	121.798	121.831	
121.734	121.785	53.62	2013-03-27T13:00:00	121.807	121.886	121.749	121.830	121.775	
121.857	121.720	121.798	26.49	2013-03-27T12:30:00	121.828	121.845	121.745	121.807	
121.798	121.817	121.714	121.775	7.56	2013-03-27T12:00:00	121.809	121.876	121.759	
121.828	121.777	121.850	121.728	121.798	17.59	2013-03-27T11:30:00	121.735	121.875	
121.654	121.809	121.703	121.847	121.624	121.777	40.99	2013-03-27T11:00:00	121.723	
121.769	121.665	121.735	121.691	121.743	121.633	121.703	35.54	2013-03-27T10:30:00	
121.672	121.784	121.621	121.723	121.643	121.757	121.595	121.691	41.27	
2013-03-27T10:00:00	121.713	121.766	121.606	121.672	121.687	121.737	121.578	121.643	
32.78	2013-03-27T09:30:00	121.632	121.736	121.600	121.713	121.600	121.707	121.568	
121.687	38.09	2013-03-27T09:00:00	121.715	121.768	121.621	121.632	121.687	121.737	
121.589	121.600	12.73	2013-03-27T08:30:00	121.773	121.800	121.687	121.715	121.741	
121.770	121.659	121.687	44.86	2013-03-27T08:00:00	121.749	121.840	121.681	121.773	
121.719	121.808	121.649	121.741	45.13	2013-03-27T07:30:00	121.552	121.758	121.499	
121.749	121.520	121.729	121.469	121.719	25.00	2013-03-27T07:00:00	121.563	121.596	
121.484	121.552	121.499	121.565	121.451	121.520	21.11	2013-03-27T06:30:00	121.478	
121.584	121.454	121.563	121.431	121.543	121.415	121.499	12.67	2013-03-27T06:00:00	
121.493	121.534	121.419	121.478	121.447	121.462	121.378	121.431	15.14	
2013-03-27T05:30:00	121.497	121.567	121.482	121.493	121.468	121.532	121.439	121.447	
37.02	2013-03-27T05:00:00	121.560	121.570	121.478	121.497	121.530	121.538	121.449	
121.468	44.95	2013-03-27T04:30:00	121.467	121.656	121.461	121.560	121.438	121.629	
121.429	121.530	50.66	2013-03-27T04:00:00	121.523	121.539	121.411	121.467	121.491	
121.509	121.381	121.438	7.35	2013-03-27T03:30:00	121.597	121.616	121.470	121.523	
121.567	121.586	121.438	121.491	22.93	2013-03-27T03:00:00	121.430	121.617	121.418	
121.597	121.398	121.588	121.386	121.567	35.07	2013-03-27T02:30:00	121.457	121.513	
121.371	121.430	121.425	121.483	121.340	121.398	14.59	2013-03-27T02:00:00	121.372	
121.550	121.300	121.457	121.340	121.520	121.268	121.425	15.83	2013-03-27T01:30:00	
121.195	121.430	121.195	121.372	121.166	121.400	121.166	121.340	-3.38	
2013-03-27T01:00:00	121.144	121.328	121.105	121.195	121.112	121.298	121.073	121.166	
3.55	2013-03-27T00:30:00	121.176	121.308	121.116	121.144	121.144	121.280	121.087	
121.112	-36.57	2013-03-27T00:00:00	121.399	121.551	121.169	121.176	121.372	121.511	
121.139	121.144	-15.61	2013-03-26T23:30:00	121.305	121.473	120.779	121.399	121.275	
121.444	120.747	121.372	11.53	2013-03-26T23:00:00	121.303	121.331	121.109	121.305	
121.257	121.301	121.078	121.275	11.03	2013-03-26T22:30:00	121.319	121.463	121.184	
121.303	121.289	121.434	121.153	121.257	8.04	2013-03-26T22:00:00	121.340	121.386	
121.157	121.319	121.308	121.356	121.125	121.289	11.59	2013-03-26T21:30:00	121.411	
121.462	121.158	121.340	121.364	121.431	121.126	121.308	21.76	2013-03-26T21:00:00	
121.171	121.448	120.984	121.411	121.139	121.417	120.952	121.364	14.94	
2013-03-26T20:30:00	121.530	121.535	121.094	121.171	121.504	121.507	121.064	121.139	
-29.26	2013-03-26T20:00:00	121.365	121.595	121.350	121.530	121.333	121.565	121.318	
121.504	14.15	2013-03-26T19:30:00	121.279	121.455	121.272	121.365	121.249	121.426	
121.240	121.333	8.80	2013-03-26T19:00:00	121.186	121.489	121.186	121.279	121.158	
121.459	121.158	121.249	0.97	2013-03-26T18:30:00	121.201	121.324	121.059	121.186	
121.172	121.295	121.027	121.158	-10.19	2013-03-26T18:00:00	121.198	121.254	120.998	
121.201	121.170	121.224	120.969	121.172	2.91	2013-03-26T17:30:00	121.096	121.203	
120.881	121.198	121.066	121.174	120.851	121.170	-13.69	2013-03-26T17:00:00	121.218	
121.263	120.890	121.096	121.188	121.233	120.862	121.066	-27.49	2013-03-26T16:30:00	
121.541	121.657	121.151	121.218	121.513	121.625	121.120	121.188	-18.78	
2013-03-26T16:00:00	121.384	121.588	121.349	121.541	121.352	121.562	121.317	121.513	
36.15	2013-03-26T15:30:00	121.275	121.384	121.201	121.384	121.244	121.356	121.171	
121.352	0.00	2013-03-26T15:00:00	121.270	121.375	121.233	121.275	121.240	121.346	
121.201	121.244	-33.11	2013-03-26T14:30:00	121.275	121.405	121.171	121.270	121.244	
121.375	121.141	121.240	-3.96	2013-03-26T14:00:00	121.177	121.308	121.150	121.275	
121.145	121.280	121.121	121.244	26.42	2013-03-26T13:30:00	121.351	121.351	121.085	
121.177	121.321	121.321	121.053	121.145	24.78	2013-03-26T13:00:00	121.379	121.396	
121.328	121.351	121.348	121.366	121.300	121.321	56.10	2013-03-26T12:30:00	121.392	
121.460	121.356	121.379	121.360	121.433	121.326	121.348	39.38	2013-03-26T12:00:00	
121.296	121.400	121.273	121.392	121.265	121.373	121.243	121.360	15.74	
2013-03-26T11:30:00	121.379	121.463	121.255	121.296	121.352	121.433	121.227	121.265	
14.97	2013-03-26T11:00:00	121.470	121.485	121.321	121.379	121.440	121.455	121.291	
121.352	28.54	2013-03-26T10:30:00	121.300	121.579	121.265	121.470	121.270	121.549	
121.236	121.440	36.36	2013-03-26T10:00:00	120.995	121.430	120.991	121.300	120.964	
121.400	120.961	121.270	23.28	2013-03-26T09:30:00	120.916	121.077	120.893	120.995	
120.888	121.058	120.861	120.964	-2.21	2013-03-26T09:00:00	120.804	120.985	120.742	
120.916	120.774	120.955	120.710	120.888	-11.05	2013-03-26T08:30:00	120.950	121.043	
120.803	120.804	120.918	121.013	120.773	120.774	-8.74	2013-03-26T08:00:00	121.185	
121.189	120.858	120.950	121.153	121.159	120.826	120.918	-1.69	2013-03-26T07:30:00	
121.100	121.194	121.070	121.185	121.070	121.164	121.040	121.153	19.86	
2013-03-26T07:00:00	121.022	121.115	121.014	121.100	120.979	121.085	120.979	121.070	
-2.73	2013-03-26T06:30:00	121.029	121.129	120.980	121.022	120.992	121.085	120.948	
120.979	44.92	2013-03-26T06:00:00	121.061	121.115	120.997	121.029	121.017	121.035	
120.940	120.992	38.05	2013-03-26T05:30:00	121.011	121.081	120.958	121.061	120.982	
121.063	120.928	121.017	0.00	2013-03-26T05:00:00	121.003	121.120	120.960	121.011	
120.971	121.090	120.931	120.982	-27.26	2013-03-26T04:30:00	120.873	121.030	120.865	
121.003	120.841	121.000	120.833	120.971	-31.33	2013-03-26T04:00:00	120.961	121.048	
120.796	120.873	120.930	121.018	120.766	120.841	-46.63	2013-03-26T03:30:00	121.065	
121.087	120.803	120.961	121.037	121.057	120.766	120.930	-51.58	2013-03-26T03:00:00	
121.117	121.133	120.946	121.065	121.085	121.104	120.917	121.037	-56.31	
2013-03-26T02:30:00	120.545	121.194	120.470	121.117	120.519	121.164	120.440	121.085	
-57.67	2013-03-26T02:00:00	120.614	120.762	120.100	120.545	120.583	120.732	120.057	
120.519	-97.47	2013-03-26T01:30:00	121.046	121.141	120.597	120.614	121.017	121.112	
120.567	120.583	-97.76	2013-03-26T01:00:00	121.542	121.592	121.042	121.046	121.512	
121.562	121.013	121.017	-97.55	2013-03-26T00:30:00	121.635	121.825	121.529	121.542	
121.606	121.799	121.497	121.512	-95.80	2013-03-26T00:00:00	121.861	121.935	121.501	
121.635	121.830	121.905	121.472	121.606	-91.78	2013-03-25T23:30:00	122.168	122.201	
121.654	121.861	122.136	122.171	121.617	121.830	-83.19	2013-03-25T23:00:00	122.525	
122.537	122.150	122.168	122.496	122.506	122.120	122.136	-82.39	2013-03-25T22:30:00	
122.656	122.690	122.319	122.525	122.627	122.660	122.291	122.496	-66.52	
2013-03-25T22:00:00	122.631	122.723	122.513	122.656	122.600	122.693	122.484	122.627	
-36.85	2013-03-25T21:30:00	122.967	122.982	122.601	122.631	122.935	122.953	122.573	
122.600	-41.35	2013-03-25T21:00:00	123.195	123.261	122.948	122.967	123.165	123.229	
122.916	122.935	-1.23	2013-03-25T20:30:00	123.188	123.218	123.049	123.195	123.156	
123.187	123.017	123.165	1.37	2013-03-25T20:00:00	123.154	123.234	123.018	123.188	
123.124	123.205	122.986	123.156	-22.71	2013-03-25T19:30:00	123.096	123.307	122.995	
123.154	123.067	123.276	122.963	123.124	-20.45	2013-03-25T19:00:00	123.331	123.378	
123.077	123.096	123.306	123.359	123.050	123.067	-36.79	2013-03-25T18:30:00	123.272	
123.392	123.235	123.331	123.243	123.368	123.204	123.306	-24.38	2013-03-25T18:00:00	
123.092	123.374	123.079	123.272	123.060	123.347	123.048	123.243	-36.70	
2013-03-25T17:30:00	123.117	123.124	122.959	123.092	123.085	123.094	122.927	123.060	
-57.82	2013-03-25T17:00:00	122.979	123.136	122.864	123.117	122.947	123.108	122.833	
123.085	-38.92	2013-03-25T16:30:00	123.181	123.208	122.925	122.979	123.152	123.179	
122.900	122.947	-60.87	2013-03-25T16:00:00	123.465	123.519	123.161	123.181	123.434	
123.490	123.129	123.152	-51.16	2013-03-25T15:30:00	123.411	123.557	123.390	123.465	
123.379	123.530	123.360	123.434	-7.29	2013-03-25T15:00:00	123.610	123.673	123.338	
123.411	123.578	123.642	123.306	123.379	-38.55	2013-03-25T14:30:00	123.621	123.702	
123.585	123.610	123.589	123.672	123.555	123.578	-10.83	2013-03-25T14:00:00	123.709	
123.737	123.589	123.621	123.679	123.707	123.557	123.589	16.19	2013-03-25T13:30:00	
123.682	123.758	123.650	123.709	123.655	123.730	123.619	123.679	22.77	
2013-03-25T13:00:00	123.553	123.694	123.485	123.682	123.526	123.664	123.453	123.655	
22.05	2013-03-25T12:30:00	123.624	123.639	123.512	123.553	123.594	123.610	123.480	
123.526	43.77	2013-03-25T12:00:00	123.623	123.687	123.609	123.624	123.592	123.657	
123.578	123.594	61.34	2013-03-25T11:30:00	123.516	123.671	123.449	123.623	123.484	
123.641	123.420	123.592	63.59	2013-03-25T11:00:00	123.741	123.751	123.457	123.516	
123.709	123.721	123.425	123.484	65.77	2013-03-25T10:30:00	123.685	123.869	123.671	
123.741	123.655	123.841	123.639	123.709	94.12	2013-03-25T10:00:00	123.470	123.687	
123.372	123.685	123.441	123.657	123.340	123.655	94.82	2013-03-25T09:30:00	123.513	
123.661	123.378	123.470	123.482	123.633	123.348	123.441	76.58	2013-03-25T09:00:00	
123.500	123.757	123.445	123.513	123.466	123.725	123.413	123.482	40.05	
2013-03-25T08:30:00	123.038	123.779	122.956	123.500	123.006	123.738	122.926	123.466	
32.42	2013-03-25T08:00:00	122.777	123.066	122.765	123.038	122.750	123.038	122.735	
123.006	21.06	2013-03-25T07:30:00	122.695	122.795	122.631	122.777	122.663	122.765	
122.599	122.750	2.12	2013-03-25T07:00:00	122.556	122.744	122.526	122.695	122.462	
122.710	122.462	122.663	4.47	2013-03-25T06:30:00	122.453	122.629	122.431	122.556	
122.397	122.580	122.380	122.462	-11.34	2013-03-25T06:00:00	122.231	122.479	122.231	
122.453	122.155	122.412	122.155	122.397	-8.17	2013-03-25T05:30:00	122.336	122.363	
122.186	122.231	122.290	122.290	122.065	122.155	-40.68	2013-03-25T05:00:00	122.824	
122.824	122.336	122.336	122.723	122.723	122.287	122.290	-38.23	2013-03-23T05:30:00	
122.877	122.896	122.734	122.824	122.824	122.829	122.666	122.723	4.37	
2013-03-23T05:00:00	122.684	122.954	122.669	122.877	122.649	122.904	122.619	122.824	
4.26	2013-03-23T04:30:00	122.747	122.800	122.650	122.684	122.718	122.769	122.613	
122.649	-45.93	2013-03-23T04:00:00	122.633	122.779	122.615	122.747	122.594	122.752	
122.583	122.718	-17.17	2013-03-23T03:30:00	122.652	122.657	122.571	122.633	122.617	
122.621	122.540	122.594	-41.66	2013-03-23T03:00:00	122.547	122.666	122.473	122.652	
122.512	122.631	122.441	122.617	-12.57	2013-03-23T02:30:00	122.738	122.749	122.542	
122.547	122.709	122.717	122.510	122.512	-17.87	2013-03-23T02:00:00	122.825	122.880	
122.658	122.738	122.790	122.849	122.622	122.709	-11.24	2013-03-23T01:30:00	122.712	
122.832	122.614	122.825	122.680	122.797	122.582	122.790	-4.03	2013-03-23T01:00:00	
122.815	122.874	122.382	122.712	122.782	122.844	122.350	122.680	-4.15	
2013-03-23T00:30:00	123.255	123.287	122.801	122.815	123.225	123.258	122.768	122.782	
1.46	2013-03-23T00:00:00	122.990	123.376	122.876	123.255	122.966	123.349	122.849	
123.225	54.23	2013-03-22T23:30:00	123.303	123.364	122.850	122.990	123.271	123.334	
122.820	122.966	53.80	2013-03-22T23:00:00	122.898	123.480	122.841	123.303	122.869	
123.448	122.809	123.271	90.62	2013-03-22T22:30:00	122.884	122.986	122.668	122.898	
122.854	122.956	122.636	122.869	88.67	2013-03-22T22:00:00	122.938	123.014	122.805	
122.884	122.908	122.985	122.775	122.854	91.22	2013-03-22T21:30:00	122.888	123.203	
122.888	122.938	122.860	123.177	122.860	122.908	68.41	2013-03-22T21:00:00	122.781	
122.926	122.754	122.888	122.752	122.896	122.722	122.860	49.94	2013-03-22T20:30:00	
122.788	122.934	122.753	122.781	122.758	122.902	122.724	122.752	24.93	
2013-03-22T20:00:00	122.387	122.947	122.375	122.788	122.360	122.917	122.344	122.758	
29.71	2013-03-22T19:30:00	122.146	122.449	122.096	122.387	122.116	122.423	122.065	
122.360	12.79	2013-03-22T19:00:00	122.142	122.294	121.944	122.146	122.111	122.268	
121.916	122.116	3.45	2013-03-22T18:30:00	121.962	122.189	121.815	122.142	121.930	
122.156	121.785	122.111	-6.66	2013-03-22T18:00:00	121.718	122.017	121.485	121.962	
121.608	121.987	121.421	121.930	-36.65	2013-03-22T17:30:00	121.873	122.018	121.658	
121.718	121.847	121.990	121.598	121.608	-68.57	2013-03-22T17:00:00	122.053	122.258	
121.752	121.873	122.022	122.230	121.721	121.847	-62.83	2013-03-22T16:30:00	122.324	
122.394	122.024	122.053	122.293	122.369	121.993	122.022	-53.05	2013-03-22T16:00:00	
122.208	122.371	122.150	122.324	122.179	122.340	122.118	122.293	-22.66	
2013-03-22T15:30:00	122.191	122.211	122.140	122.208	122.159	122.184	122.109	122.179	
-48.01	2013-03-22T15:00:00	122.099	122.249	121.960	122.191	122.067	122.220	121.935	
122.159	-38.87	2013-03-22T14:30:00	122.246	122.249	121.904	122.099	122.215	122.220	
121.874	122.067	-55.68	2013-03-22T14:00:00	122.592	122.600	122.216	122.246	122.564	
122.571	122.186	122.215	-50.32	2013-03-22T13:30:00	122.625	122.667	122.566	122.592	
122.594	122.639	122.535	122.564	8.37	2013-03-22T13:00:00	122.641	122.659	122.603	
122.625	122.611	122.628	122.574	122.594	23.83	2013-03-22T12:30:00	122.615	122.663	
122.609	122.641	122.587	122.633	122.579	122.611	25.64	2013-03-22T12:00:00	122.526	
122.617	122.512	122.615	122.494	122.588	122.482	122.587	-6.04	2013-03-22T11:30:00	
122.634	122.670	122.522	122.526	122.602	122.642	122.490	122.494	-7.95	
2013-03-22T11:00:00	122.555	122.642	122.534	122.634	122.524	122.610	122.502	122.602	
13.99	2013-03-22T10:30:00	122.587	122.609	122.496	122.555	122.557	122.579	122.464	
122.524	12.95	2013-03-22T10:00:00	122.640	122.679	122.560	122.587	122.610	122.650	
122.530	122.557	27.48	2013-03-22T09:30:00	122.550	122.714	122.540	122.640	122.520	
122.687	122.510	122.610	26.02	2013-03-22T09:00:00	122.492	122.557	122.394	122.550	
122.462	122.528	122.363	122.520	27.33	2013-03-22T08:30:00	122.500	122.560	122.409	
122.492	122.471	122.528	122.378	122.462	0.45	2013-03-22T08:00:00	122.660	122.681	
122.499	122.500	122.628	122.651	122.467	122.471	-10.58	2013-03-22T07:30:00	122.579	
122.692	122.562	122.660	122.547	122.666	122.530	122.628	23.35	2013-03-22T07:00:00	
122.562	122.583	122.488	122.579	122.520	122.553	122.456	122.547	-1.31	
2013-03-22T06:30:00	122.546	122.664	122.490	122.562	122.449	122.616	122.438	122.520	
20.27	2013-03-22T06:00:00	122.440	122.580	122.440	122.546	122.391	122.506	122.349	
122.449	-23.57	2013-03-22T05:30:00	122.480	122.485	122.343	122.440	122.451	122.451	
122.313	122.391	-28.32	2013-03-22T05:00:00	122.378	122.513	122.244	122.480	122.350	
122.481	122.215	122.451	-34.14	2013-03-22T04:30:00	122.490	122.561	122.369	122.378	
122.459	122.530	122.340	122.350	-50.68	2013-03-22T04:00:00	122.579	122.750	122.442	
122.490	122.551	122.721	122.407	122.459	-28.07	2013-03-22T03:30:00	122.501	122.592	
122.435	122.579	122.469	122.561	122.400	122.551	-5.99	2013-03-22T03:00:00	122.587	
122.608	122.043	122.501	122.556	122.577	122.015	122.469	-27.78	2013-03-22T02:30:00	
122.365	122.614	122.174	122.587	122.343	122.584	122.145	122.556	-15.02	
2013-03-22T02:00:00	122.766	122.791	122.304	122.365	122.729	122.760	122.277	122.343	
-41.44	2013-03-22T01:30:00	122.746	122.867	122.704	122.766	122.715	122.834	122.675	
122.729	-31.66	2013-03-22T01:00:00	122.909	122.988	122.662	122.746	122.876	122.957	
122.628	122.715	-17.75	2013-03-22T00:30:00	123.012	123.459	122.805	122.909	122.985	
123.423	122.776	122.876	1.94	2013-03-22T00:00:00	122.855	123.229	122.718	123.012	
122.825	123.201	122.688	122.985	-9.11	2013-03-21T23:30:00	122.667	122.913	122.552	
122.855	122.635	122.883	122.520	122.825	-13.16	2013-03-21T23:00:00	123.002	123.102	
122.480	122.667	122.913	123.041	122.451	122.635	-34.07	2013-03-21T22:30:00	122.830	
123.002	122.732	123.002	122.800	122.943	122.702	122.913	-25.56	2013-03-21T22:00:00	
123.044	123.170	122.707	122.830	123.018	123.141	122.679	122.800	-39.48	
2013-03-21T21:30:00	123.262	123.324	123.042	123.044	123.171	123.294	123.010	123.018	
-38.16	2013-03-21T21:00:00	123.022	123.262	122.982	123.262	122.992	123.222	122.951	
123.171	-49.31	2013-03-21T20:30:00	122.878	123.094	122.795	123.022	122.846	123.064	
122.763	122.992	-61.29	2013-03-21T20:00:00	123.175	123.328	122.795	122.878	123.143	
123.297	122.757	122.846	-61.71	2013-03-21T19:30:00	123.077	123.567	122.954	123.175	
123.045	123.527	122.922	123.143	-57.22	2013-03-21T19:00:00	123.217	123.277	123.023	
123.077	123.189	123.247	122.991	123.045	-69.92	2013-03-21T18:30:00	123.307	123.378	
123.114	123.217	123.281	123.346	123.084	123.189	-67.97	2013-03-21T18:00:00	123.384	
123.705	122.872	123.307	123.352	123.669	122.844	123.281	-59.22	2013-03-21T17:30:00	
123.572	123.596	123.299	123.384	123.540	123.565	123.270	123.352	-62.52	
2013-03-21T17:00:00	124.024	124.028	123.491	123.572	123.994	123.998	123.458	123.540	
-59.26	2013-03-21T16:30:00	123.968	124.227	123.925	124.024	123.939	124.198	123.895	
123.994	-34.15	2013-03-21T16:00:00	123.827	124.034	123.825	123.968	123.797	124.004	
123.795	123.939	-48.26	2013-03-21T15:30:00	123.961	123.966	123.775	123.827	123.932	
123.934	123.745	123.797	-81.29	2013-03-21T15:00:00	123.991	124.078	123.929	123.961	
123.961	124.050	123.897	123.932	-49.91	2013-03-21T14:30:00	124.053	124.070	123.946	
123.991	124.025	124.042	123.914	123.961	-9.82	2013-03-21T14:00:00	124.005	124.081	
123.871	124.053	123.981	124.054	123.840	124.025	-0.66	2013-03-21T13:30:00	124.184	
124.184	123.996	124.005	124.156	124.156	123.971	123.981	-22.11	2013-03-21T13:00:00	
124.271	124.272	124.155	124.184	124.241	124.243	124.131	124.156	6.29	
2013-03-21T12:30:00	124.274	124.321	124.238	124.271	124.244	124.291	124.207	124.241	
0.38	2013-03-21T12:00:00	124.315	124.373	124.258	124.274	124.286	124.343	124.227	
124.244	1.91	2013-03-21T11:30:00	124.299	124.392	124.273	124.315	124.275	124.363	
124.242	124.286	7.23	2013-03-21T11:00:00	124.227	124.330	124.191	124.299	124.197	
124.303	124.159	124.275	0.99	2013-03-21T10:30:00	124.058	124.229	124.002	124.227	
124.027	124.201	123.971	124.197	-1.62	2013-03-21T10:00:00	124.060	124.119	124.033	
124.058	124.029	124.093	124.003	124.027	-45.09	2013-03-21T09:30:00	124.160	124.189	
123.989	124.060	124.128	124.160	123.962	124.029	-26.08	2013-03-21T09:00:00	124.156	
124.202	124.124	124.160	124.125	124.173	124.096	124.128	-36.93	2013-03-21T08:30:00	
124.270	124.334	124.140	124.156	124.239	124.304	124.108	124.125	-27.82	
2013-03-21T08:00:00	124.266	124.291	124.244	124.270	124.234	124.261	124.214	124.239	
20.70	2013-03-21T07:30:00	124.279	124.343	124.262	124.266	124.250	124.311	124.231	
124.234	-24.47	2013-03-21T07:00:00	124.304	124.334	124.225	124.279	124.270	124.307	
124.194	124.250	33.74	2013-03-21T06:30:00	124.252	124.329	124.178	124.304	124.205	
124.288	124.134	124.270	36.34	2013-03-21T06:00:00	124.218	124.261	124.186	124.252	
124.183	124.221	124.136	124.205	34.60	2013-03-21T05:30:00	124.167	124.256	124.135	
